id,name,uniqueName,mature,parentId,parentUniqueName,url,path
8669,Strength & Fitness Training,Strength & Fitness Training,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/weight-training-accessories/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Strength & Fitness Training
8683,Yoga & Pilates Equipment,Yoga & Pilates Equipment,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/yoga-pilates/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Yoga & Pilates Equipment
9526,Cardio Equipment Accessories,Cardio Equipment Accessories,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/cardio-equipment-accessories/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Cardio Equipment Accessories
8566,Other Fitness Equipment,Other Fitness Equipment,False,12050100,Fitness Equipment,http://www.bizrate-partner.com/other-fitness-equipment/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,Home > Sports Equipment & Outdoor Gear > Fitness Equipment > Other Fitness Equipment
16000000,"Gifts, Flowers & Food","Gifts, Flowers & Food",False,1,Home,http://www.bizrate-partner.com/giftsflowers_food/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food"
16031100,Cheese,Cheese,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/cheese/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Cheese"
16031200,"Condiments, Seasoning & Sauces","Condiments, Seasoning & Sauces",False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/condimentsseasoning_sauces/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Condiments, Seasoning & Sauces"
16031300,Drinks & Juices,Drinks & Juices,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/drinks_juices/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Drinks & Juices"
16031700,Nuts,Nuts,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/nuts/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Nuts"
16010300,Tobacco Products,Tobacco Products,False,16000000,"Gifts, Flowers & Food",http://www.bizrate-partner.com/tobaccoproducts/?rf=af1&af_assettype_id=10&af_creative_id=2975&af_id=614987&af_placement_id=1,"Home > Gifts, Flowers & Food > Tobacco Products"
